,totals
4396,396426421
4397,967397937
4398,53
4399,2235897
4400,5961708
4401,394761965
4402,4428194678
4403,4822956643
4404,1344941817
4405,5720239179
4406,7065180996
4407,202863608
4408,907573553
4409,1110437161
4410,92915692
4411,303510729
4412,396426421
4413,967397937
4414,53
4415,2235897
4416,5961708
4417,394761965
4418,4428194678
4419,4822956643
4420,1344941817
4421,5720239179
4422,7065180996
4423,202863608
4424,907573553
4425,1110437161
4426,92915692
4427,303510729
4428,396426421
4429,967397937
4430,53
4431,2235897
4432,5961708
4433,394761965
4434,4428194678
4435,4822956643
4436,1344941817
4437,5720239179
4438,7065180996
4439,202863608
4440,907573553
4441,1110437161
4442,92915692
4443,303510729
4444,396426421
4445,967397937
4446,53
4447,2235897
4448,5961708
4449,394761965
4450,4428194678
4451,4822956643
4452,1344941817
4453,5720239179
4454,7065180996
4455,202863608
4456,907573553
4457,1110437161
4458,92915692
4459,303510729
4460,396426421
4461,967397937
4462,53
4463,2235897
4464,5961708
4465,394761965
4466,4428194678
4467,4822956643
4468,1344941817
4469,5720239179
4470,7065180996
4471,202863608
4472,907573553
4473,1110437161
4474,92915692
4475,303510729
4476,396426421
4477,967397937
4478,53
4479,2235897
4480,5961708
4481,394761965
4482,4428194678
4483,4822956643
4484,1344941817
4485,5720239179
4486,7065180996
4487,202863608
4488,907573553
4489,1110437161
4490,92915692
4491,303510729
4492,396426421
4493,967397937
4494,53
4495,2235897
4496,5961708
4497,394761965
4498,4428194678
4499,4822956643
4500,1344941817
4501,5720239179
4502,7065180996
4503,202863608
4504,907573553
4505,1110437161
4506,92915692
4507,303510729
4508,396426421
4509,967397937
4510,53
4511,2235897
4512,5961708
4513,394761965
4514,4428194678
4515,4822956643
4516,1344941817
4517,5720239179
4518,7065180996
4519,202863608
4520,907573553
4521,1110437161
4522,92915692
4523,303510729
4524,396426421
4525,967397937
4526,53
4527,2235897
4528,5961708
4529,394761965
4530,4428194678
4531,4822956643
4532,1344941817
4533,5720239179
4534,7065180996
4535,202863608
4536,907573553
4537,1110437161
4538,92915692
4539,303510729
4540,396426421
4541,967397937
4542,53
4543,2235897
4544,5961708
4545,394761965
4546,4428194678
4547,4822956643
4548,1344941817
4549,5720239179
4550,7065180996
4551,202863608
4552,907573553
4553,1110437161
4554,92915692
4555,303510729
4556,396426421
4557,967397937
4558,53
4559,2235897
4560,5961708
4561,394761965
4562,4428194678
4563,4822956643
4564,1344941817
4565,5720239179
4566,7065180996
4567,202863608
4568,907573553
4569,1110437161
4570,92915692
4571,303510729
4572,396426421
4573,967397937
4574,53
4575,2235897
4576,5961708
4577,394761965
4578,4428194678
4579,4822956643
4580,1344941817
4581,5720239179
4582,7065180996
4583,202863608
4584,907573553
4585,1110437161
4586,92915692
4587,303510729
4588,396426421
4589,967397937
4590,53
4591,2235897
4592,5961708
4593,394761965
4594,4428194678
4595,4822956643
4596,1344941817
4597,5720239179
4598,7065180996
4599,202863608
4600,907573553
4601,1110437161
4602,92915692
4603,303510729
4604,396426421
4605,967397937
4606,53
4607,2235897
4608,5961708
4609,394761965
4610,4428194678
4611,4822956643
4612,1344941817
4613,5720239179
4614,7065180996
4615,202863608
4616,907573553
4617,1110437161
4618,92915692
4619,303510729
4620,396426421
4621,967397937
4622,53
4623,2235897
4624,5961708
4625,394761965
4626,4428194678
4627,4822956643
4628,1344941817
4629,5720239179
4630,7065180996
4631,202863608
4632,907573553
4633,1110437161
4634,92915692
4635,303510729
4636,396426421
4637,967397937
4638,53
4639,2235897
4640,5961708
4641,394761965
4642,4428194678
4643,4822956643
4644,1344941817
4645,5720239179
4646,7065180996
4647,202863608
4648,907573553
4649,1110437161
4650,92915692
4651,303510729
4652,396426421
4653,967397937
4654,53
4655,2235897
4656,5961708
4657,394761965
4658,4428194678
4659,4822956643
4660,1344941817
4661,5720239179
4662,7065180996
4663,202863608
4664,907573553
4665,1110437161
4666,92915692
4667,303510729
4668,396426421
4669,967397937
4670,53
4671,2235897
4672,5961708
4673,394761965
4674,4428194678
4675,4822956643
4676,1344941817
4677,5720239179
4678,7065180996
4679,202863608
4680,907573553
4681,1110437161
4682,92915692
4683,303510729
4684,396426421
4685,967397937
4686,53
4687,2235897
4688,5961708
4689,394761965
4690,4428194678
4691,4822956643
4692,1344941817
4693,5720239179
4694,7065180996
4695,202863608
4696,907573553
4697,1110437161
4698,92915692
4699,303510729
4700,396426421
4701,967397937
4702,53
4703,2235897
4704,5961708
4705,394761965
4706,4428194678
4707,4822956643
4708,1344941817
4709,5720239179
4710,7065180996
4711,202863608
4712,907573553
4713,1110437161
4714,92915692
4715,303510729
4716,396426421
4717,967397937
4718,53
4719,2235897
4720,5961708
4721,394761965
4722,4428194678
4723,4822956643
4724,1344941817
4725,5720239179
4726,7065180996
4727,202863608
4728,907573553
4729,1110437161
4730,92915692
4731,303510729
4732,396426421
4733,967397937
4734,53
4735,2235897
4736,5961708
4737,394761965
4738,4428194678
4739,4822956643
4740,1344941817
4741,5720239179
4742,7065180996
4743,202863608
4744,907573553
4745,1110437161
4746,92915692
4747,303510729
4748,396426421
4749,967397937
4750,53
4751,2235897
4752,5961708
4753,394761965
4754,4428194678
4755,4822956643
4756,1344941817
4757,5720239179
4758,7065180996
4759,202863608
4760,907573553
4761,1110437161
4762,92915692
4763,303510729
4764,396426421
4765,967397937
4766,53
4767,2235897
4768,5961708
4769,394761965
4770,4428194678
4771,4822956643
4772,1344941817
4773,5720239179
4774,7065180996
4775,202863608
4776,907573553
4777,1110437161
4778,92915692
4779,303510729
4780,396426421
4781,967397937
4782,53
4783,2235897
4784,5961708
4785,394761965
4786,4428194678
4787,4822956643
4788,1344941817
4789,5720239179
4790,7065180996
4791,202863608
4792,907573553
4793,1110437161
4794,92915692
4795,303510729
4796,396426421
4797,967397937
4798,53
4799,2235897
4800,5961708
4801,394761965
4802,4428194678
4803,4822956643
4804,1344941817
4805,5720239179
4806,7065180996
4807,202863608
4808,907573553
4809,1110437161
4810,92915692
4811,303510729
4812,396426421
4813,967397937
4814,53
4815,2235897
4816,5961708
4817,394761965
4818,4428194678
4819,4822956643
4820,1344941817
4821,5720239179
4822,7065180996
4823,202863608
4824,907573553
4825,1110437161
4826,92915692
4827,303510729
4828,396426421
4829,967397937
4830,53
4831,2235897
4832,5961708
4833,394761965
4834,4428194678
4835,4822956643
4836,1344941817
4837,5720239179
4838,7065180996
4839,202863608
4840,907573553
4841,1110437161
4842,92915692
4843,303510729
4844,396426421
4845,967397937
4846,53
4847,2235897
4848,5961708
4849,394761965
4850,4428194678
4851,4822956643
4852,1344941817
4853,5720239179
4854,7065180996
4855,202863608
4856,907573553
4857,1110437161
4858,92915692
4859,303510729
4860,396426421
4861,967397937
4862,53
4863,2235897
4864,5961708
4865,394761965
4866,4428194678
4867,4822956643
4868,1344941817
4869,5720239179
4870,7065180996
4871,202863608
4872,907573553
4873,1110437161
4874,92915692
4875,303510729
4876,396426421
4877,967397937
4878,53
4879,2235897
4880,5961708
4881,394761965
4882,4428194678
4883,4822956643
4884,1344941817
4885,5720239179
4886,7065180996
4887,202863608
4888,907573553
4889,1110437161
4890,92915692
4891,303510729
4892,396426421
4893,967397937
4894,53
4895,2235897
4896,5961708
4897,394761965
4898,4428194678
4899,4822956643
4900,1344941817
4901,5720239179
4902,7065180996
4903,202863608
4904,907573553
4905,1110437161
4906,92915692
4907,303510729
4908,396426421
4909,967397937
4910,53
4911,2235897
4912,5961708
4913,394761965
4914,4428194678
4915,4822956643
4916,1344941817
4917,5720239179
4918,7065180996
4919,202863608
4920,907573553
4921,1110437161
4922,92915692
4923,303510729
4924,396426421
4925,967397937
4926,53
4927,2235897
4928,5961708
4929,394761965
4930,4428194678
4931,4822956643
4932,1344941817
4933,5720239179
4934,7065180996
4935,202863608
4936,907573553
4937,1110437161
4938,92915692
4939,303510729
4940,396426421
4941,967397937
4942,53
4943,2235897
4944,5961708
4945,394761965
4946,4428194678
4947,4822956643
4948,1344941817
4949,5720239179
4950,7065180996
4951,202863608
4952,907573553
4953,1110437161
4954,92915692
4955,303510729
4956,396426421
4957,967397937
4958,53
4959,2235897
4960,5961708
4961,394761965
4962,4428194678
4963,4822956643
4964,1344941817
4965,5720239179
4966,7065180996
4967,202863608
4968,907573553
4969,1110437161
4970,92915692
4971,303510729
4972,396426421
4973,967397937
4974,53
4975,2235897
4976,5961708
4977,394761965
4978,4428194678
4979,4822956643
4980,1344941817
4981,5720239179
4982,7065180996
4983,202863608
4984,907573553
4985,1110437161
4986,92915692
4987,303510729
4988,396426421
4989,967397937
4990,53
4991,2235897
4992,5961708
4993,394761965
4994,4428194678
4995,4822956643
4996,1344941817
4997,5720239179
4998,7065180996
4999,202863608
5000,907573553
5001,1110437161
5002,92915692
5003,303510729
5004,396426421
5005,967397937
5006,53
5007,2235897
5008,5961708
5009,394761965
5010,4428194678
5011,4822956643
5012,1344941817
5013,5720239179
5014,7065180996
5015,202863608
5016,907573553
5017,1110437161
5018,92915692
5019,303510729
5020,396426421
5021,967397937
5022,53
5023,2235897
5024,5961708
5025,394761965
5026,4428194678
5027,4822956643
5028,1344941817
5029,5720239179
5030,7065180996
5031,202863608
5032,907573553
5033,1110437161
5034,92915692
5035,303510729
5036,396426421
5037,967397937
5038,53
5039,2235897
5040,5961708
5041,394761965
5042,4428194678
5043,4822956643
5044,1344941817
5045,5720239179
5046,7065180996
5047,202863608
5048,907573553
5049,1110437161
5050,92915692
5051,303510729
5052,396426421
5053,967397937
5054,53
5055,2235897
5056,5961708
5057,394761965
5058,4428194678
5059,4822956643
5060,1344941817
5061,5720239179
5062,7065180996
5063,202863608
5064,907573553
5065,1110437161
5066,92915692
5067,303510729
5068,396426421
5069,967397937
5070,53
5071,2235897
5072,5961708
5073,394761965
5074,4428194678
5075,4822956643
5076,1344941817
5077,5720239179
5078,7065180996
5079,202863608
5080,907573553
5081,1110437161
5082,92915692
5083,303510729
5084,396426421
5085,967397937
5086,53
5087,2235897
5088,5961708
5089,394761965
5090,4428194678
5091,4822956643
5092,1344941817
5093,5720239179
5094,7065180996
5095,202863608
5096,907573553
5097,1110437161
5098,92915692
5099,303510729
5100,396426421
5101,967397937
5102,53
5103,2235897
5104,5961708
5105,394761965
5106,4428194678
5107,4822956643
5108,1344941817
5109,5720239179
5110,7065180996
5111,202863608
5112,907573553
5113,1110437161
5114,92915692
5115,303510729
5116,396426421
5117,967397937
5118,53
5119,2235897
5120,5961708
5121,394761965
5122,4428194678
5123,4822956643
5124,1344941817
5125,5720239179
5126,7065180996
5127,202863608
5128,907573553
5129,1110437161
5130,92915692
5131,303510729
5132,396426421
5133,967397937
5134,53
5135,2235897
5136,5961708
5137,394761965
5138,4428194678
5139,4822956643
5140,1344941817
5141,5720239179
5142,7065180996
5143,202863608
5144,907573553
5145,1110437161
5146,92915692
5147,303510729
5148,396426421
5149,967397937
5150,53
5151,2235897
5152,5961708
5153,394761965
5154,4428194678
5155,4822956643
5156,1344941817
5157,5720239179
5158,7065180996
5159,202863608
5160,907573553
5161,1110437161
5162,92915692
5163,303510729
5164,396426421
5165,967397937
5166,53
5167,2235897
5168,5961708
5169,394761965
5170,4428194678
5171,4822956643
5172,1344941817
5173,5720239179
5174,7065180996
5175,202863608
5176,907573553
5177,1110437161
5178,92915692
5179,303510729
5180,396426421
5181,967397937
5182,53
5183,2235897
5184,5961708
5185,394761965
5186,4428194678
5187,4822956643
5188,1344941817
5189,5720239179
5190,7065180996
5191,202863608
5192,907573553
5193,1110437161
5194,92915692
5195,303510729
5196,396426421
5197,967397937
5198,53
5199,2235897
5200,5961708
5201,394761965
5202,4428194678
5203,4822956643
5204,1344941817
5205,5720239179
5206,7065180996
5207,202863608
5208,907573553
5209,1110437161
5210,92915692
5211,303510729
5212,396426421
5213,967397937
5214,53
5215,2235897
5216,5961708
5217,394761965
5218,4428194678
5219,4822956643
5220,1344941817
5221,5720239179
5222,7065180996
5223,202863608
5224,907573553
5225,1110437161
5226,92915692
5227,303510729
5228,396426421
5229,967397937
5230,53
5231,2235897
5232,5961708
5233,394761965
5234,4428194678
5235,4822956643
5236,1344941817
5237,5720239179
5238,7065180996
5239,202863608
5240,907573553
5241,1110437161
5242,92915692
5243,303510729
5244,396426421
5245,967397937
5246,53
5247,2235897
5248,5961708
5249,394761965
5250,4428194678
5251,4822956643
5252,1344941817
5253,5720239179
5254,7065180996
5255,202863608
5256,907573553
5257,1110437161
5258,92915692
5259,303510729
5260,396426421
5261,967397937
5262,53
5263,2235897
5264,5961708
5265,394761965
5266,4428194678
5267,4822956643
5268,1344941817
5269,5720239179
5270,7065180996
5271,202863608
5272,907573553
5273,1110437161
5274,92915692
5275,303510729
5276,396426421
5277,967397937
5278,53
5279,2235897
5280,5961708
5281,394761965
5282,4428194678
5283,4822956643
5284,1344941817
5285,5720239179
5286,7065180996
5287,202863608
5288,907573553
5289,1110437161
5290,92915692
5291,303510729
5292,396426421
5293,967397937
5294,53
5295,2235897
5296,5961708
5297,394761965
5298,4428194678
5299,4822956643
5300,1344941817
5301,5720239179
5302,7065180996
5303,202863608
5304,907573553
5305,1110437161
5306,92915692
5307,303510729
5308,396426421
5309,967397937
5310,53
5311,2235897
5312,5961708
5313,394761965
5314,4428194678
5315,4822956643
5316,1344941817
5317,5720239179
5318,7065180996
5319,202863608
5320,907573553
5321,1110437161
5322,92915692
5323,303510729
5324,396426421
5325,967397937
5326,53
5327,2235897
5328,5961708
5329,394761965
5330,4428194678
5331,4822956643
5332,1344941817
5333,5720239179
5334,7065180996
5335,202863608
5336,907573553
5337,1110437161
5338,92915692
5339,303510729
5340,396426421
5341,967397937
5342,53
5343,2235897
5344,5961708
5345,394761965
5346,4428194678
5347,4822956643
5348,1344941817
5349,5720239179
5350,7065180996
5351,202863608
5352,907573553
5353,1110437161
5354,92915692
5355,303510729
5356,396426421
5357,967397937
5358,53
5359,2235897
5360,5961708
5361,394761965
5362,4428194678
5363,4822956643
5364,1344941817
5365,5720239179
5366,7065180996
5367,202863608
5368,907573553
5369,1110437161
5370,92915692
5371,303510729
5372,396426421
5373,967397937
5374,53
5375,2235897
5376,5961708
5377,394761965
5378,4428194678
5379,4822956643
5380,1344941817
5381,5720239179
5382,7065180996
5383,202863608
5384,907573553
5385,1110437161
5386,92915692
5387,303510729
5388,396426421
5389,967397937
5390,53
5391,2235897
5392,5961708
5393,394761965
5394,4428194678
5395,4822956643
5396,1344941817
5397,5720239179
5398,7065180996
5399,202863608
5400,907573553
5401,1110437161
5402,92915692
5403,303510729
5404,396426421
5405,967397937
5406,53
5407,2235897
5408,5961708
5409,394761965
5410,4428194678
5411,4822956643
5412,1344941817
5413,5720239179
5414,7065180996
5415,202863608
5416,907573553
5417,1110437161
5418,92915692
5419,303510729
5420,396426421
5421,967397937
5422,53
5423,2235897
5424,5961708
5425,394761965
5426,4428194678
5427,4822956643
5428,1344941817
5429,5720239179
5430,7065180996
5431,202863608
5432,907573553
5433,1110437161
5434,92915692
5435,303510729
5436,396426421
5437,967397937
5438,53
5439,2235897
5440,5961708
5441,394761965
5442,4428194678
5443,4822956643
5444,1344941817
5445,5720239179
5446,7065180996
5447,202863608
5448,907573553
5449,1110437161
5450,92915692
5451,303510729
5452,396426421
5453,967397937
5454,53
5455,2235897
5456,5961708
5457,394761965
5458,4428194678
5459,4822956643
5460,1344941817
5461,5720239179
5462,7065180996
5463,202863608
5464,907573553
5465,1110437161
5466,92915692
5467,303510729
5468,396426421
5469,967397937
5470,53
5471,2235897
5472,5961708
5473,394761965
5474,4428194678
5475,4822956643
5476,1344941817
5477,5720239179
5478,7065180996
5479,202863608
5480,907573553
5481,1110437161
5482,92915692
5483,303510729
5484,396426421
5485,967397937
5486,53
5487,2235897
5488,5961708
5489,394761965
5490,4428194678
5491,4822956643
5492,1344941817
5493,5720239179
5494,7065180996
5495,202863608
5496,907573553
5497,1110437161
5498,92915692
5499,303510729
5500,396426421
5501,967397937
5502,53
5503,2235897
5504,5961708
5505,394761965
5506,4428194678
5507,4822956643
5508,1344941817
5509,5720239179
5510,7065180996
5511,202863608
5512,907573553
5513,1110437161
5514,92915692
5515,303510729
5516,396426421
5517,967397937
5518,53
5519,2235897
5520,5961708
5521,394761965
5522,4428194678
5523,4822956643
5524,1344941817
5525,5720239179
5526,7065180996
5527,202863608
5528,907573553
5529,1110437161
5530,92915692
5531,303510729
5532,396426421
5533,967397937
5534,53
5535,2235897
5536,5961708
5537,394761965
5538,4428194678
5539,4822956643
5540,1344941817
5541,5720239179
5542,7065180996
5543,202863608
5544,907573553
5545,1110437161
5546,92915692
5547,303510729
5548,396426421
5549,967397937
5550,53
5551,2235897
5552,5961708
5553,394761965
5554,4428194678
5555,4822956643
5556,1344941817
5557,5720239179
5558,7065180996
5559,202863608
5560,907573553
5561,1110437161
5562,92915692
5563,303510729
5564,396426421
5565,967397937
5566,53
5567,2235897
5568,5961708
5569,394761965
5570,4428194678
5571,4822956643
5572,1344941817
5573,5720239179
5574,7065180996
5575,202863608
5576,907573553
5577,1110437161
5578,92915692
5579,303510729
5580,396426421
5581,967397937
5582,53
5583,2235897
5584,5961708
5585,394761965
5586,4428194678
5587,4822956643
5588,1344941817
5589,5720239179
5590,7065180996
5591,202863608
5592,907573553
5593,1110437161
5594,92915692
5595,303510729
5596,396426421
5597,967397937
5598,53
5599,2235897
5600,5961708
5601,394761965
5602,4428194678
5603,4822956643
5604,1344941817
5605,5720239179
5606,7065180996
5607,202863608
5608,907573553
5609,1110437161
5610,92915692
5611,303510729
5612,396426421
5613,967397937
5614,53
5615,2235897
5616,5961708
5617,394761965
5618,4428194678
5619,4822956643
5620,1344941817
5621,5720239179
5622,7065180996
5623,202863608
5624,907573553
5625,1110437161
5626,92915692
5627,303510729
5628,396426421
5629,967397937
5630,53
5631,2235897
5632,5961708
5633,394761965
5634,4428194678
5635,4822956643
5636,1344941817
5637,5720239179
5638,7065180996
5639,202863608
5640,907573553
5641,1110437161
5642,92915692
5643,303510729
5644,396426421
5645,967397937
5646,53
5647,2235897
5648,5961708
5649,394761965
5650,4428194678
5651,4822956643
5652,1344941817
5653,5720239179
5654,7065180996
5655,202863608
5656,907573553
5657,1110437161
5658,92915692
5659,303510729
5660,396426421
5661,967397937
5662,53
5663,2235897
5664,5961708
5665,394761965
5666,4428194678
5667,4822956643
5668,1344941817
5669,5720239179
5670,7065180996
5671,202863608
5672,907573553
5673,1110437161
5674,92915692
5675,303510729
5676,396426421
5677,967397937
5678,53
5679,2235897
5680,5961708
5681,394761965
5682,4428194678
5683,4822956643
5684,1344941817
5685,5720239179
5686,7065180996
5687,202863608
5688,907573553
5689,1110437161
5690,92915692
5691,303510729
5692,396426421
5693,967397937
5694,53
5695,2235897
5696,5961708
5697,394761965
5698,4428194678
5699,4822956643
5700,1344941817
5701,5720239179
5702,7065180996
5703,202863608
5704,907573553
5705,1110437161
5706,92915692
5707,303510729
5708,396426421
5709,967397937
5710,53
5711,2235897
5712,5961708
5713,394761965
5714,4428194678
5715,4822956643
5716,1344941817
5717,5720239179
5718,7065180996
5719,202863608
5720,907573553
5721,1110437161
5722,92915692
5723,303510729
5724,396426421
5725,967397937
5726,53
5727,2235897
5728,5961708
5729,394761965
5730,4428194678
5731,4822956643
5732,1344941817
5733,5720239179
5734,7065180996
5735,202863608
5736,907573553
5737,1110437161
5738,92915692
5739,303510729
5740,396426421
5741,967397937
5742,53
5743,2235897
5744,5961708
5745,394761965
5746,4428194678
5747,4822956643
5748,1344941817
5749,5720239179
5750,7065180996
5751,202863608
5752,907573553
5753,1110437161
5754,92915692
5755,303510729
5756,396426421
5757,967397937
5758,53
5759,2235897
5760,5961708
5761,394761965
5762,4428194678
5763,4822956643
5764,1344941817
5765,5720239179
5766,7065180996
5767,202863608
5768,907573553
5769,1110437161
5770,92915692
5771,303510729
5772,396426421
5773,967397937
5774,53
5775,2235897
5776,5961708
5777,394761965
5778,4428194678
5779,4822956643
5780,1344941817
5781,5720239179
5782,7065180996
5783,202863608
5784,907573553
5785,1110437161
5786,92915692
5787,303510729
5788,396426421
5789,967397937
5790,53
5791,2235897
5792,5961708
5793,394761965
5794,4428194678
5795,4822956643
5796,1344941817
5797,5720239179
5798,7065180996
5799,202863608
5800,907573553
5801,1110437161
5802,92915692
5803,303510729
5804,396426421
5805,967397937
5806,53
5807,2235897
5808,5961708
5809,394761965
5810,4428194678
5811,4822956643
5812,1344941817
5813,5720239179
5814,7065180996
5815,202863608
5816,907573553
5817,1110437161
5818,92915692
5819,303510729
5820,396426421
5821,967397937
5822,53
5823,2235897
5824,5961708
5825,394761965
5826,4428194678
5827,4822956643
5828,1344941817
5829,5720239179
5830,7065180996
5831,202863608
5832,907573553
5833,1110437161
5834,92915692
5835,303510729
5836,396426421
5837,967397937
5838,53
5839,2235897